CustomerID;Recency;InvoiceNo;TotalPrice;Quantity; UnitPrice ;Country;Churn;Predicted_Churn
133110;4;2;57607;305; $3.688.076.923.076.920,00 ;31;0;0
133130;128;3;92459;505; $2.200.625,00 ;31;1;1
133140;121;2;23834;204; $31.904.545.454.545.500,00 ;31;1;1
133160;303;1;149545;744; $21.635.294.117.647.100,00 ;31;1;1
133170;245;1;91047;535; $3.055.357.142.857.140,00 ;31;1;1
133180;120;3;51836;304; $2.092,00 ;31;1;1
133200;67;2;49727;426; $15.375,00 ;31;0;0
133230;153;3;53025;119; $4.541.666.666.666.670,00 ;31;1;1
133270;158;4;191054;916; $23.511.666.666.666.700,00 ;31;1;1
133290;122;2;78900;463; $22.535.294.117.647.100,00 ;31;1;1
133300;124;2;80511;553; $203.225,00 ;31;1;1
133380;218;1;39621;256; $29.894.736.842.105.300,00 ;31;1;1
133440;161;3;196475;971; $31.479.831.932.773.100,00 ;31;1;1
133480;183;1;23376;136; $22.057.142.857.142.900,00 ;31;1;1
133510;245;1;30176;117; $328.625,00 ;31;1;1
133520;62;1;34848;321; $17.170.833.333.333.300,00 ;31;0;0
133550;94;1;58290;314; $2.486.875,00 ;31;1;1
133590;154;1;39006;161; $3.647.826.086.956.520,00 ;31;1;1
133620;129;1;75371;391; $3.334.390.243.902.440,00 ;31;1;1
133650;183;2;196905;1247; $2.588.359.375,00 ;31;1;1
133680;193;1;3540;12; $2.950,00 ;31;1;1
133690;455;1;25878;149; $30.085.714.285.714.300,00 ;31;1;1
133700;639;1;59557;343; $28.002.564.102.564.100,00 ;31;1;1
133720;32;1;31780;159; $37.860.869.565.217.400,00 ;31;0;0
133750;2;1;71988;442; $2.548.918.918.918.920,00 ;31;0;0
133760;336;1;20026;137; $23.278.571.428.571.400,00 ;31;1;1
133790;304;1;29953;309; $18.455.555.555.555.600,00 ;31;1;1
133810;32;2;104082;778; $21.223.214.285.714.300,00 ;31;0;0
133820;252;1;21165;131; $2.626,00 ;31;1;1
133840;91;2;126008;943; $16.162.790.697.674.400,00 ;31;1;1
133940;34;4;94611;1085; $14.196.969.696.969.700,00 ;31;0;0
133950;158;1;29260;336; $2.633.809.523.809.520,00 ;31;1;1
133960;61;1;92629;461; $29.767.857.142.857.100,00 ;31;0;0
133970;96;2;66917;197; $3.675,00 ;31;1;1
134020;247;2;54527;479; $15.389.743.589.743.600,00 ;31;1;1
134040;36;2;25249;111; $29.009.090.909.090.900,00 ;31;0;0
134100;219;1;14040;72; $1.950,00 ;31;1;1
134140;218;1;46770;606; $4.206.666.666.666.670,00 ;31;1;1
134170;213;1;30358;90; $48.905.555.555.555.600,00 ;31;1;1
134190;154;1;15302;275; $6.575,00 ;31;1;1
134260;32;5;195720;1239; $1.653.375,00 ;31;0;0
134270;33;2;46486;431; $13.995.652.173.913.000,00 ;31;0;0
134290;62;1;12036;244; $18.075,00 ;31;0;0
134310;2;2;126910;672; $32.167.391.304.347.800,00 ;31;0;0
134340;246;1;5016;60; $836,00 ;31;1;1
134350;217;3;113728;908; $2.750,00 ;31;1;1
134360;121;1;18159;76; $51.925,00 ;31;1;1
134410;93;1;27396;204; $16.353.846.153.846.200,00 ;31;1;1
134470;183;2;54799;349; $3.046.842.105.263.160,00 ;31;1;1
134480;220;4;110520;720; $26.288.732.394.366.200,00 ;31;1;1
134500;32;4;128934;1196; $1.570.612.244.897.960,00 ;31;0;0
134510;5;3;175954;1335; $1.964,00 ;31;0;0
134550;486;1;67782;190; $48.726.666.666.666.700,00 ;31;1;1
134560;154;2;86991;355; $30.015.384.615.384.600,00 ;31;1;1
134600;61;1;7598;89; $1.890,00 ;31;0;0
134610;334;1;56080;334; $1.821,00 ;31;1;1
134620;341;1;13638;62; $3.178.888.888.888.890,00 ;31;1;1
134640;1;1;62878;403; $2.645.853.658.536.580,00 ;31;0;0
134660;127;1;30790;259; $2.841.764.705.882.350,00 ;31;1;1
134670;275;1;76257;426; $20.983.544.303.797.500,00 ;31;1;1
134700;336;1;4950;30; $1.650,00 ;31;1;1
134710;121;2;89032;580; $22.383.216.783.216.800,00 ;31;1;1
134730;40;2;38214;266; $3.406.666.666.666.670,00 ;31;0;0
134750;189;2;52526;386; $19.093.548.387.096.800,00 ;31;1;1
134760;283;1;43816;164; $42.244.827.586.206.900,00 ;31;1;1
134770;6;2;42159;195; $32.442.105.263.157.900,00 ;31;0;0
134830;215;1;12900;160; $867,00 ;31;1;1
134840;7;1;31380;44; $7.500,00 ;31;0;0
134860;157;2;78919;529; $2.714.423.076.923.080,00 ;31;1;1
134870;67;1;21565;128; $4.106.923.076.923.080,00 ;31;0;0
134890;218;1;5136;40; $1.695,00 ;31;1;1
134910;40;5;59878;609; $23.779.591.836.734.700,00 ;31;0;0
134920;97;2;67610;266; $3.517.857.142.857.140,00 ;28;1;1
134930;99;1;36008;314; $1.055,00 ;28;1;1
134940;343;1;31626;162; $3.665,00 ;31;1;1
134950;244;3;146071;553; $2.705.882.352.941.180,00 ;31;1;1
134970;311;2;33293;163; $28.742.105.263.157.900,00 ;31;1;1
134990;61;1;29302;578; $12.375,00 ;31;0;0
135000;94;2;55576;320; $2.967.894.736.842.100,00 ;31;1;1
135020;69;1;6322;50; $2.950,00 ;31;0;0
135040;184;1;29593;178; $3.701.818.181.818.180,00 ;31;1;1
135060;578;1;30112;232; $28.347.058.823.529.400,00 ;31;1;1
135070;182;2;82739;557; $3.444.259.259.259.260,00 ;31;1;1
135080;68;1;11097;24; $51.925,00 ;31;0;0
135090;38;3;26530;287; $10.525,00 ;31;0;0
135100;96;3;120583;997; $21.759.756.097.561.000,00 ;31;1;1
135130;217;1;19385;109; $2.560,00 ;31;1;1
135150;190;1;20340;180; $25.192.307.692.307.700,00 ;31;1;1
135170;31;1;51624;388; $27.624.242.424.242.400,00 ;31;0;0
135200;1;3;131525;692; $20.102.325.581.395.300,00 ;28;0;0
135210;121;2;79065;556; $17.296.774.193.548.400,00 ;31;1;1
135220;91;1;12580;44; $3.270,00 ;31;1;1
135230;183;2;143689;893; $33.164.935.064.935.100,00 ;31;1;1
135240;250;1;13652;100; $20.455.555.555.555.600,00 ;31;1;1
135250;221;1;28288;208; $1.255,00 ;31;1;1
135270;32;3;81597;402; $31.760.215.053.763.400,00 ;31;0;0
135310;486;1;27125;103; $4.078,00 ;31;1;1
135320;183;1;19519;129; $20.227.272.727.272.700,00 ;31;1;1
135330;66;1;12037;97; $1.838.181.818.181.820,00 ;31;0;0
135340;131;7;172350;856; $2.728.354.430.379.750,00 ;31;1;1
135360;121;2;85177;395; $27.263.829.787.234.000,00 ;31;1;1
135380;33;4;72855;101; $7.335.714.285.714.290,00 ;31;0;0
135390;284;1;16410;134; $30.327.272.727.272.700,00 ;31;1;1
135480;68;2;66621;441; $2.699.516.129.032.260,00 ;31;0;0
135490;4;3;37020;212; $3.231.818.181.818.180,00 ;31;0;0
135520;125;3;78883;419; $22.073.333.333.333.300,00 ;31;1;1
135570;30;2;57272;546; $1.421.764.705.882.350,00 ;31;0;0
135580;92;3;41749;262; $19.674.015.748.031.500,00 ;31;1;1
135600;302;1;15736;64; $2.813.636.363.636.360,00 ;31;1;1
135610;128;1;13232;83; $2.865,00 ;31;1;1
135620;129;1;60327;233; $42.425,00 ;31;1;1
135640;546;1;41679;256; $2.960,00 ;31;1;1
135650;101;1;11018;78; $1.576.153.846.153.850,00 ;31;1;1
135690;517;1;9735;44; $2.655.416.666.666.670,00 ;31;1;1
135700;68;1;23949;161; $21.025.925.925.925.900,00 ;31;0;0
135710;124;5;90248;829; $15.025.882.352.941.200,00 ;31;1;1
135750;1;1;14741;115; $1.854,00 ;31;0;0
135770;7;2;72845;391; $3.002.682.926.829.270,00 ;31;0;0
135790;578;1;14202;46; $4.163.333.333.333.330,00 ;31;1;1
135810;284;1;11800;30; $4.480,00 ;31;1;1
135830;157;1;78103;725; $20.120.754.716.981.100,00 ;31;1;1
135840;192;1;14051;37; $4.085.833.333.333.330,00 ;31;1;1
135870;154;1;68972;180; $6.400,00 ;31;1;1
135880;30;4;99849;1163; $13.004.109.589.041.100,00 ;31;0;0
135900;4;2;44537;355; $19.136,00 ;31;0;0
135910;184;1;34090;222; $1.844,00 ;31;1;1
135920;67;2;12705;51; $6.892.222.222.222.220,00 ;31;0;0
135930;163;1;50675;199; $43.146.153.846.153.800,00 ;31;1;1
135960;243;1;26276;192; $16.922.222.222.222.200,00 ;31;1;1
136010;6;1;36375;275; $17.433.333.333.333.300,00 ;31;0;0
136020;184;1;36085;267; $1.732.173.913.043.480,00 ;31;1;1
136060;60;3;27865;279; $22.248.837.209.302.300,00 ;31;0;0
136100;68;2;22089;118; $2.569.795.918.367.350,00 ;31;0;0
136110;32;1;50484;346; $2.163.095.238.095.240,00 ;31;0;0
136140;32;1;23357;67; $5.665.294.117.647.060,00 ;31;0;0
136170;5;1;13111;113; $19.469.230.769.230.800,00 ;31;0;0
136230;91;2;34285;163; $3.263.703.703.703.700,00 ;31;1;1
136260;341;1;25723;209; $21.405.263.157.894.700,00 ;31;1;1
136270;31;1;30429;259; $48.057.142.857.142.900,00 ;31;0;0
136300;127;3;97642;691; $18.064.444.444.444.400,00 ;31;1;1
136310;336;1;525;7; $750,00 ;31;1;1
136320;68;1;25780;98; $3.828.536.585.365.850,00 ;31;0;0
136340;37;2;45684;248; $253.955.223.880.597,00 ;31;0;0
136350;276;1;91713;677; $2.144.516.129.032.260,00 ;31;1;1
136360;94;3;59274;442; $33.697.727.272.727.300,00 ;31;1;1
136370;219;1;26225;139; $19.706.896.551.724.100,00 ;31;1;1
136420;128;1;27326;173; $2.818.939.393.939.390,00 ;31;1;1
136430;122;3;45842;273; $17.807.142.857.142.900,00 ;31;1;1
136450;33;1;25210;158; $3.370,00 ;31;0;0
136490;486;1;19213;67; $3.394,00 ;31;1;1
136500;2;3;74758;508; $18.027.906.976.744.200,00 ;31;0;0
136510;244;1;15;1; $150,00 ;31;1;1
136520;547;1;24076;112; $35.877.777.777.777.800,00 ;31;1;1
136540;37;2;79824;533; $2.810.625,00 ;31;0;0
136550;7;1;38365;115; $5.307.142.857.142.860,00 ;31;0;0
136560;193;1;15325;113; $15.690.322.580.645.200,00 ;31;1;1
136620;36;1;28256;188; $2.603.888.888.888.890,00 ;31;0;0
136660;62;1;530;4; $1.325,00 ;31;0;0
136680;37;9;205067;1227; $2.767.068.965.517.240,00 ;31;0;0
136720;39;2;18639;57; $4.463.333.333.333.330,00 ;31;0;0
136730;153;1;20982;55; $3.746.341.463.414.630,00 ;31;1;1
136750;34;1;13302;126; $1.217,00 ;31;0;0
136780;34;1;23260;924; $39.375,00 ;31;0;0
136810;157;2;47816;248; $2.454.848.484.848.480,00 ;31;1;1
136820;219;1;5950;10; $7.083.333.333.333.330,00 ;31;1;1
136860;66;1;5310;70; $690,00 ;31;0;0
136890;154;1;91000;512; $1.700,00 ;31;1;1
136900;31;1;17225;67; $5.972.222.222.222.220,00 ;31;0;0
136920;67;1;1495;1; $14.950,00 ;31;0;0
136950;3;9;167209;1119; $20.159.677.419.354.800,00 ;31;0;0
136970;334;1;15130;177; $13.933.333.333.333.300,00 ;31;1;1
136990;157;1;28590;66; $6.171.428.571.428.570,00 ;31;1;1
137000;7;3;65194;839; $12.552.941.176.470.600,00 ;31;0;0
137040;1;3;59329;390; $33.105.128.205.128.200,00 ;31;0;0
137050;302;2;34397;229; $19.176.470.588.235.300,00 ;31;1;1
137060;70;1;33079;189; $2.774,00 ;31;0;0
137100;122;1;12000;176; $930,00 ;31;1;1
137110;220;2;25206;140; $3.780,00 ;31;1;1
137120;160;1;22884;352; $1.235,00 ;31;1;1
137150;224;5;101697;563; $21.767.619.047.619.000,00 ;31;1;1
137170;153;2;38925;551; $17.875.862.068.965.500,00 ;31;1;1
137180;160;1;19250;38; $6.250,00 ;31;1;1
137190;183;1;30604;264; $2.044,00 ;31;1;1
137210;275;1;50542;316; $25.167.857.142.857.100,00 ;31;1;1
137220;311;1;117331;958; $21.306.521.739.130.400,00 ;31;1;1
137230;189;1;19985;43; $5.283.333.333.333.330,00 ;31;1;1
137250;162;2;109609;369; $47.482.142.857.142.900,00 ;31;1;1
137260;334;1;44678;670; $8.084.210.526.315.790,00 ;31;1;1
137270;30;2;32214;162; $28.465,00 ;31;0;0
137280;275;2;35502;142; $5.376.363.636.363.640,00 ;31;1;1
137300;338;1;26085;239; $2.136.818.181.818.180,00 ;31;1;1
137310;160;2;58602;278; $4.190,00 ;31;1;1
137320;30;1;47674;498; $15.227.272.727.272.700,00 ;31;0;0
137360;243;1;33630;269; $16.698.260.869.565.200,00 ;31;1;1
137410;96;2;29473;143; $34.745,00 ;31;1;1
137420;32;5;74868;232; $4.601.666.666.666.670,00 ;31;0;0
137430;2;4;91668;1188; $11.524,00 ;31;0;0
137440;216;1;23260;254; $8.647.368.421.052.630,00 ;31;1;1
137470;698;1;7960;8; $9.950,00 ;31;1;1
137480;160;4;80080;380; $3.850,00 ;31;1;1
137500;163;1;32544;96; $3.390,00 ;31;1;1
137520;97;5;82699;646; $2.620,00 ;31;1;1
137540;34;1;12660;132; $1.075,00 ;31;0;0
137550;154;3;70827;347; $25.997.163.120.567.400,00 ;31;1;1
137580;101;5;176907;819; $3.401.864.406.779.660,00 ;31;1;1
137590;183;1;9900;20; $4.950,00 ;31;1;1
137620;220;1;30672;272; $1.260,00 ;31;1;1
137630;154;1;171496;728; $2.598,00 ;31;1;1
137640;193;1;44085;282; $2.933.623.188.405.800,00 ;31;1;1
137690;94;6;156874;672; $37.414.864.864.864.900,00 ;31;1;1
137710;184;3;200322;1246; $22.173.469.387.755.100,00 ;31;1;1
137720;183;2;88652;460; $22.604.964.539.007.100,00 ;31;1;1
137800;302;1;24184;145; $2.641.041.666.666.670,00 ;31;1;1
137810;282;1;10894;30; $40.011.764.705.882.400,00 ;31;1;1
137820;156;2;24061;61; $41.829.411.764.705.900,00 ;31;1;1
137840;40;6;112347;1693; $2.800,00 ;31;0;0
137860;517;1;23040;136; $18.928.571.428.571.400,00 ;31;1;1
137870;425;1;10640;56; $24.785.714.285.714.300,00 ;31;1;1
137900;213;1;32612;748; $6.877.777.777.777.780,00 ;31;1;1
137910;247;1;57900;500; $1.085,00 ;31;1;1
137920;245;1;10970;64; $2.561.111.111.111.110,00 ;31;1;1
138000;284;1;53564;331; $24.966.666.666.666.700,00 ;31;1;1
138010;245;1;29816;168; $35.395.652.173.913.000,00 ;31;1;1
138020;343;1;96974;690; $20.235,00 ;31;1;1
138040;91;4;78629;495; $2.467.674.418.604.650,00 ;31;1;1
138050;306;1;50024;728; $7.783.333.333.333.330,00 ;31;1;1
138060;154;1;25638;56; $5.233,00 ;31;1;1
138070;517;1;11260;36; $5.150,00 ;31;1;1
138080;155;4;136530;692; $3.370,00 ;31;1;1
138090;162;1;15505;29; $7.108.333.333.333.330,00 ;6;1;1
138100;30;1;18283;132; $22.235.714.285.714.300,00 ;13;0;0
138110;96;1;29736;38; $6.905,00 ;13;1;1
138120;184;1;12206;67; $25.825,00 ;13;1;1
138130;32;1;23878;83; $3.484,00 ;13;0;0
138140;124;1;92360;532; $19.192.307.692.307.700,00 ;13;1;1
138160;184;1;31823;178; $41.011.764.705.882.400,00 ;13;1;1
138170;60;1;21864;148; $1.750,00 ;13;0;0
138190;39;2;70937;563; $19.556.521.739.130.400,00 ;31;0;0
138220;243;1;5211;111; $676,00 ;31;1;1
138230;93;1;53702;325; $3.691.923.076.923.080,00 ;31;1;1
138240;7;3;127228;602; $2.726,00 ;31;0;0
138310;220;2;71930;238; $5.870,00 ;31;1;1
138330;279;1;36950;118; $46.362.068.965.517.200,00 ;31;1;1
138350;128;2;50899;291; $2.823.235.294.117.650,00 ;31;1;1
138370;6;1;15754;121; $1.761,00 ;31;0;0
138380;243;2;43693;177; $2.979.626.168.224.300,00 ;31;1;1
138410;341;1;8500;100; $850,00 ;31;1;1
138420;1;6;208381;1123; $4.126.377.952.755.910,00 ;31;0;0
138450;184;1;31298;182; $19.544.444.444.444.400,00 ;31;1;1
138460;37;1;22589;111; $2.636.666.666.666.670,00 ;31;0;0
138480;124;2;64000;2000; $320,00 ;31;1;1
138500;306;1;151628;944; $22.366.666.666.666.700,00 ;31;1;1
138560;96;1;12460;160; $1.750,00 ;31;1;1
138600;121;1;28183;223; $2.350,00 ;31;1;1
138620;40;3;95776;748; $1.505.873.015.873.020,00 ;31;0;0
138630;190;1;29048;224; $2.214,00 ;31;1;1
138650;1;2;26610;108; $3.670,00 ;31;0;0
138670;122;2;56130;216; $5.133.225.806.451.610,00 ;31;1;1
138690;125;1;145537;993; $24.248.214.285.714.300,00 ;31;1;1
138700;152;1;13745;57; $2.575,00 ;31;1;1
138710;69;3;122838;566; $307.038.961.038.961,00 ;31;0;0
138730;3;3;33380;140; $3.690,00 ;31;0;0
138750;39;2;69272;586; $1.983.695.652.173.910,00 ;31;0;0
138760;154;1;8652;36; $3.610,00 ;31;1;1
138800;188;4;82640;412; $28.995.348.837.209.300,00 ;31;1;1
138820;91;3;43534;418; $2.525,00 ;31;1;1
138830;220;3;73177;447; $2.613.541.666.666.670,00 ;31;1;1
138840;32;5;62668;300; $31.608.474.576.271.200,00 ;31;0;0
138850;280;1;10765;23; $6.030,00 ;31;1;1
138880;3;2;59438;258; $38.405,00 ;31;0;0
138890;124;1;28082;146; $34.553.333.333.333.300,00 ;31;1;1
138900;121;5;78841;359; $3.227.037.037.037.040,00 ;31;1;1
138920;160;2;39573;539; $10.233.333.333.333.300,00 ;31;1;1
138940;312;1;16085;105; $2.000,00 ;31;1;1
138950;30;2;157423;929; $25.346.575.342.465.800,00 ;31;0;0
138990;69;1;29850;122; $3.083.333.333.333.330,00 ;31;0;0
139000;95;1;85;1; $850,00 ;31;1;1
139010;248;1;149836;856; $28.587.012.987.013.000,00 ;31;1;1
139040;303;1;13152;109; $16.877.777.777.777.800,00 ;31;1;1
139080;97;3;141211;919; $2.580.131.578.947.370,00 ;31;1;1
139110;128;3;86747;545; $2.890,00 ;31;1;1
139140;275;1;28705;125; $2.635,00 ;31;1;1
139170;339;1;6538;38; $3.298,00 ;31;1;1
139190;31;2;34917;474; $15.632.142.857.142.900,00 ;8;0;0
139240;121;2;47473;765; $1.337.027.027.027.030,00 ;31;1;1
139250;64;3;29813;119; $79.025,00 ;31;0;0
139280;122;1;11772;24; $6.255,00 ;31;1;1
139310;216;2;100803;725; $19.141.379.310.344.800,00 ;31;1;1
139380;244;1;7166;70; $10.128.571.428.571.400,00 ;31;1;1
139390;343;1;18450;202; $13.333.333.333.333.300,00 ;31;1;1
139400;184;1;22524;136; $32.842.857.142.857.100,00 ;31;1;1
139410;32;2;191904;1040; $24.873.684.210.526.300,00 ;31;0;0
139470;215;1;9060;44; $2.930,00 ;31;1;1
139490;152;3;134770;1472; $13.543,00 ;31;1;1
139500;160;1;17931;81; $6.284.285.714.285.710,00 ;31;1;1
139520;189;1;120831;545; $34.159.090.909.090.900,00 ;31;1;1
139530;69;2;86596;676; $1.850,00 ;31;0;0
139540;121;1;21251;101; $4.356.666.666.666.670,00 ;31;1;1
139550;126;2;32296;154; $3.016.060.606.060.610,00 ;31;1;1
139560;68;2;30570;128; $32.241.818.181.818.200,00 ;31;0;0
139590;282;2;25950;198; $1.977.941.176.470.590,00 ;31;1;1
139620;129;1;10626;30; $8.544.285.714.285.710,00 ;31;1;1
139630;253;3;53752;406; $2.650.689.655.172.410,00 ;31;1;1
139710;31;2;65800;520; $2.054,00 ;31;0;0
139800;62;1;17764;172; $2.891.818.181.818.180,00 ;31;0;0
139820;455;1;41726;208; $2.452.608.695.652.170,00 ;31;1;1
139830;1;7;77349;606; $15.486.666.666.666.700,00 ;31;0;0
139840;217;3;68938;586; $130.125,00 ;31;1;1
139890;215;1;36941;444; $22.805.555.555.555.600,00 ;31;1;1
139900;67;1;28862;190; $2.541.875,00 ;31;0;0
139920;91;1;7680;64; $1.170,00 ;31;1;1
139930;32;2;82262;202; $44.104.761.904.761.900,00 ;31;0;0
139940;182;2;88812;404; $3.570.625,00 ;31;1;1
139950;129;1;29533;183; $2.141.764.705.882.350,00 ;31;1;1
139990;30;5;147605;864; $21.097.826.086.956.500,00 ;31;0;0
140000;6;1;63566;710; $19.493.333.333.333.300,00 ;31;0;0
140010;698;1;19414;94; $18.655.555.555.555.600,00 ;31;1;1
140020;187;1;20949;59; $6.412.857.142.857.140,00 ;31;1;1
140040;246;2;73146;430; $17.461.764.705.882.400,00 ;31;1;1
140050;128;1;18716;240; $16.285.714.285.714.300,00 ;31;1;1
140060;7;1;35765;211; $3.419.230.769.230.770,00 ;31;0;0
140120;161;1;32880;160; $2.831.818.181.818.180,00 ;31;1;1
140130;99;1;11850;90; $1.350,00 ;31;1;1
140160;338;1;91268;697; $2.924.222.222.222.220,00 ;9;1;1
140190;305;1;41624;320; $24.894.117.647.058.800,00 ;31;1;1
140200;2;1;28920;180; $22.888.888.888.888.900,00 ;31;0;0
140210;6;2;37414;138; $37.194.736.842.105.300,00 ;31;0;0
140230;282;2;58407;345; $2.870.967.741.935.480,00 ;31;1;1
140240;64;2;32770;150; $370.125,00 ;31;0;0
140270;62;1;10482;62; $21.433.333.333.333.300,00 ;31;0;0
140290;154;1;30246;174; $22.433.333.333.333.300,00 ;31;1;1
140300;32;7;133225;1030; $2.797.351.351.351.350,00 ;31;0;0
140320;7;5;104302;841; $1.496.909.090.909.090,00 ;31;0;0
140340;218;2;46824;307; $26.764,00 ;31;1;1
140350;30;1;28520;120; $3.128.333.333.333.330,00 ;31;0;0
140370;425;1;11180;34; $3.500,00 ;31;1;1
140390;183;1;15220;92; $20.333.333.333.333.300,00 ;31;1;1
140440;284;1;16429;75; $24.252.727.272.727.300,00 ;31;1;1
140450;193;3;97635;487; $1.850,00 ;31;1;1
140470;163;3;61677;219; $4.439.166.666.666.670,00 ;31;1;1
140480;162;1;35701;288; $1.900,00 ;31;1;1
140490;248;1;22693;135; $24.004.347.826.087.000,00 ;31;1;1
140500;122;1;26038;242; $16.776.470.588.235.300,00 ;31;1;1
140530;156;2;26025;215; $13.775,00 ;31;1;1
140540;215;1;9246;62; $15.133.333.333.333.300,00 ;31;1;1
140570;32;5;105359;909; $2.311.206.896.551.720,00 ;31;0;0
140600;71;6;181136;1958; $10.760.655.737.704.900,00 ;31;0;0
140620;93;2;189368;1240; $23.946.428.571.428.600,00 ;31;1;1
140640;6;3;72287;664; $14.693.478.260.869.600,00 ;31;0;0
140670;154;2;36327;361; $2.642.692.307.692.310,00 ;31;1;1
140710;122;3;27327;243; $14.699.166.666.666.700,00 ;31;1;1
140730;153;1;15104;130; $21.415.384.615.384.600,00 ;31;1;1
140750;213;1;31678;202; $19.975,00 ;31;1;1
140760;306;1;12247;81; $20.091.304.347.826.100,00 ;31;1;1
140770;66;2;22790;128; $25.725,00 ;31;0;0
140780;67;3;48957;135; $30.022.857.142.857.100,00 ;31;0;0
140790;156;1;37510;301; $3.273.333.333.333.330,00 ;31;1;1
140800;153;1;4560;48; $950,00 ;31;1;1
140810;70;2;86252;596; $27.852.287.581.699.300,00 ;31;0;0
140820;425;1;16902;110; $23.920.689.655.172.400,00 ;31;1;1
140830;38;5;78664;633; $2.520.204.081.632.650,00 ;31;0;0
140850;99;6;125744;833; $23.200.787.401.574.800,00 ;31;1;1
140870;152;1;19442;251; $14.207.246.376.811.600,00 ;31;1;1
140920;276;4;97734;570; $22.633.333.333.333.300,00 ;31;1;1
140980;275;1;14735;104; $17.047.619.047.619.000,00 ;31;1;1
140990;33;4;101167;748; $22.422.340.425.531.900,00 ;31;0;0
141020;243;2;46780;344; $1.462,00 ;31;1;1
141040;126;1;2080;2; $10.400,00 ;31;1;1
141070;246;3;128815;773; $2.809.259.259.259.260,00 ;31;1;1
141080;91;1;30658;172; $35.794.444.444.444.400,00 ;31;1;1
141110;7;2;14250;166; $2.875,00 ;31;0;0
141120;99;2;132744;860; $23.068.354.430.379.700,00 ;31;1;1
141130;182;1;47190;231; $1.678.181.818.181.820,00 ;31;1;1
141140;38;1;19140;12; $16.450,00 ;31;0;0
141160;64;4;107883;609; $262.953.125,00 ;31;0;0
141250;30;1;107508;486; $31.245,00 ;31;0;0
141260;302;1;6250;50; $1.250,00 ;31;1;1
141270;94;2;57211;285; $3.470.571.428.571.430,00 ;31;1;1
141280;62;1;32071;295; $156.875,00 ;31;0;0
141290;121;3;49723;277; $2.773.076.923.076.920,00 ;31;1;1
141330;306;2;28764;196; $2.030,00 ;31;1;1
141380;121;2;73290;610; $19.095.744.680.851.100,00 ;31;1;1
141400;122;2;89509;811; $16.643.939.393.939.400,00 ;31;1;1
141410;31;2;35778;134; $36.247.058.823.529.400,00 ;31;0;0
141420;698;1;27383;313; $1.336.818.181.818.180,00 ;31;1;1
141460;333;1;111176;660; $25.341.095.890.411.000,00 ;31;1;1
141490;281;1;44662;218; $2.970,00 ;31;1;1
141500;244;1;35246;234; $1.925,00 ;31;1;1
141590;216;3;113693;1120; $14.068.300.653.594.800,00 ;31;1;1
141610;128;3;101026;455; $275.712.962.962.963,00 ;31;1;1
141630;65;1;90960;308; $4.767.647.058.823.530,00 ;31;0;0
141650;99;1;9581;54; $24.744,00 ;31;1;1
141670;10;1;14835;39; $4.033.333.333.333.330,00 ;31;0;0
141710;305;1;36001;167; $28.537.931.034.482.800,00 ;31;1;1
141730;250;1;11404;40; $5.101.818.181.818.180,00 ;31;1;1
141740;183;1;13446;94; $19.373.076.923.076.900,00 ;31;1;1
141750;31;1;170527;889; $3.129.555.555.555.560,00 ;31;0;0
141760;517;1;15955;61; $3.750,00 ;31;1;1
141770;216;2;17630;106; $3.633.157.894.736.840,00 ;31;1;1
141780;30;5;111963;1233; $13.869.724.770.642.200,00 ;31;0;0
141800;61;11;177177;285; $8.378.118.811.881.190,00 ;31;0;0
141840;245;1;34669;127; $3.205.833.333.333.330,00 ;31;1;1
141850;10;1;3430;6; $5.283.333.333.333.330,00 ;31;0;0
141880;91;4;111266;776; $1.544.318.181.818.180,00 ;31;1;1
141890;61;6;165842;1800; $13.339.622.641.509.400,00 ;31;0;0
141910;64;5;158407;1255; $21.419.354.838.709.700,00 ;31;0;0
141930;276;1;34013;195; $2.316.315.789.473.680,00 ;31;1;1
141940;31;4;151886;688; $346.578.313.253.012,00 ;31;0;0
141950;341;1;34960;736; $4.754,00 ;31;1;1
141990;220;1;18540;28; $5.900,00 ;31;1;1
142010;62;3;35512;250; $2.310.625,00 ;31;0;0
142040;152;1;14033;82; $20.204.545.454.545.500,00 ;31;1;1
142080;185;1;13644;114; $2.762,00 ;31;1;1
142090;40;3;95621;435; $39.674.468.085.106.400,00 ;31;0;0
142100;254;2;55521;331; $3.462.162.162.162.160,00 ;31;1;1
142110;246;1;16676;96; $18.130.769.230.769.200,00 ;31;1;1
142120;32;1;107048;1152; $12.522.222.222.222.200,00 ;31;0;0
142140;91;3;69358;414; $2.666.521.739.130.430,00 ;31;1;1
142150;188;2;34216;236; $16.994.117.647.058.800,00 ;31;1;1
142160;182;3;96176;384; $36.514.285.714.285.700,00 ;31;1;1
142170;40;9;83257;249; $5.249.454.545.454.550,00 ;31;0;0
142190;213;1;6726;78; $20.185.714.285.714.300,00 ;31;1;1
142200;190;1;29674;138; $2.984,00 ;31;1;1
142210;254;3;109155;639; $31.313.793.103.448.300,00 ;31;1;1
142230;124;2;68623;455; $3.525.952.380.952.380,00 ;31;1;1
142240;128;1;23959;131; $3.054.146.341.463.410,00 ;31;1;1
142260;30;2;29166;134; $5.050,00 ;31;0;0
142270;129;1;29299;111; $39.953.846.153.846.200,00 ;31;1;1
142290;71;1;45697;195; $2.532,00 ;31;0;0
142310;96;1;26240;116; $50.025,00 ;31;1;1
